,Subject,Action,Object,Negation
0,Bortezomib,considered,bacterial infections,False
1,Bortezomib,considered,patients,False
2,Bortezomib,considered,B-cell malignancies,False
3,information,limited,safety,False
4,information,limited,regimen,False
5,information,limited,patients,False
6,Physicians,recognise,bacterial infections,False
7,Physicians,recognise,bortezomib plus,False
8,Physicians,recognise,patients,False
9,Physicians,recognise,investigation,False
10,case,recognise,bacterial infections,False
11,case,recognise,bortezomib plus,False
12,case,recognise,patients,False
13,case,recognise,investigation,False
14,case,believe,investigation,False
15,case,warrants,investigation,False
