,Subject,Action,Object,Negation
0,Patients,managed,cyclosporine,False
1,prophylaxis,used,antilymphocyte globulin,False
2,Steroids,given,patients,False
3,Steroids,given,refractory rejection,False
4,weaning,given,patients,False
5,weaning,given,refractory rejection,False
6,patients,received,maintenance,False
7,patients,died,period,False
8,rejection,monitored,patients,False
9,rejection,monitored,years,False
10,rejection,monitored,age,False
11,Cytomegalovirus infections,treated,ganciclovir,False
12,Cytomegalovirus infections,treated,patients,False
13,patients,undergone,catheterizations,False
14,patients,undergone,graft,False
15,Seizures,occurred,patients,False
16,Seizures,occurred,patients,False
