,Subject,Action,Object,Negation
0,hypotension,associated with,patients,False
1,hypotension,associated with,left ventricular dysfunction,False
2,Cardiac enzymes,remained,changes,False
3,presentation,suggest,patients,False
4,presentation,suggest,manifestations,False
5,presentation,suggest,5-FU,False
6,presentation,suggest,CDDP,False
7,echocardiographic,suggest,patients,False
8,echocardiographic,suggest,manifestations,False
9,echocardiographic,suggest,5-FU,False
10,echocardiographic,suggest,CDDP,False
