,Subject,Action,Object,Negation
0,intragastric pressure,concluded,muscle fasciculations,False
1,intragastric pressure,concluded,suxamethonium,False
2,intragastric pressure,concluded,healthy children,False
3,intragastric pressure,increases,muscle fasciculations,False
4,intragastric pressure,increases,suxamethonium,False
5,intragastric pressure,increases,healthy children,False
6,intragastric pressure,inhibits,incidence,False
7,intragastric pressure,inhibits,fasciculations,False
8,intragastric pressure,inhibits,control value,False
9,intragastric pressure,remains,control value,False
