,Subject,Action,Object,Negation
0,Heparin,used,clotting of,False
1,Heparin,used,thrombosis,False
2,Heparin,used,years,False
3,anticoagulant drugs,remains,anticoagulant,False
4,heparin,remains,anticoagulant,False
5,Bleeding,is,heparin,False
6,bleeding,is,patients,False
7,bleeding,is,heparin therapy,False
8,untoward effects,include,heparin therapy,False
9,untoward effects,include,heparin-induced thrombocytopenia,False
10,untoward effects,include,thrombocytopenia,False
11,incidences,deduced,side effects,False
12,incidences,deduced,reports,False
13,incidences,deduced,unfractionated heparin,False
14,incidences,appear,side effects,False
15,incidences,appear,reports,False
16,incidences,appear,unfractionated heparin,False
17,incidences,appear,side effects,False
18,incidences,appear,heparins,False
19,incidences,appear,side effects,False
20,incidences,appear,reports,False
21,incidences,appear,unfractionated heparin,False
22,incidences,appear,side effects,False
23,incidences,appear,heparins,False
