,Subject,Action,Object,Negation
0,substantia nigra,has,gating,False
1,function,controlling,spread,False
2,pars reticulata,suffers,lesion,False
3,which,arise,derangement,False
4,which,arise,hyperexcitation,False
5,derangement,developing,SNR,False
6,Animals,surviving,20,False
7,brains,processed,staining,False
8,staining,detect,damage,False
9,antibodies,detect,damage,False
10,Antibodies,assess,status,False
11,staining,taken,indicator,False
12,immunoglobulins,taken,indicator,False
13,staining,indicated,loss,False
14,staining,indicated,min,False
15,staining,indicated,induction,False
16,focus,situated,center,False
17,there,was,vacuolation,False
18,staining,changed,damage,False
19,staining,visualized,distortion,False
20,Staining,occurred,manner,False
21,Staining,occurred,hours,False
22,edema,covered,SNR,False
23,markers,indicated,lesion,False
24,astrocytes,surrounding,lesion,False
25,astrocytes,increased,size,False
26,cells,invaded,area,False
27,sections,confirmed,damage,False
28,pathology,found,globus pallidus,False
29,astrocytes,damaged,parallel,False
30,interrelationship,is,SNR,False
31,elements,suffer,metabolic disturbance,False
32,elements,suffer,dysfunction,False
