,Subject,Action,Object,Negation
0,multicenter study,evaluated,safety,False
1,multicenter study,evaluated,bedtime,False
2,multicenter study,evaluated,therapy,False
3,multicenter study,evaluated,treatment,False
4,multicenter study,evaluated,clinical practice settings,False
5,extended-release/lovastatin,evaluated,safety,False
6,extended-release/lovastatin,evaluated,bedtime,False
7,extended-release/lovastatin,evaluated,therapy,False
8,extended-release/lovastatin,evaluated,treatment,False
9,extended-release/lovastatin,evaluated,clinical practice settings,False
10,Patients,treated with,1 tablet,False
11,Patients,treated with,lovastatin,False
12,Patients,treated with,weeks,False
13,Patients,treated with,weeks,False
14,Patients,received,dietary counseling,False
15,Patients,received,education,False
16,Patients,received,dyslipidemia,False
17,patients,completing,study,False
18,Patients,had,southeast,False
19,Patients,had,endocrinologists,False
20,Patients,had,compliance,False
21,Flushing,was,adverse event,False
22,Flushing,was,patients,False
23,Flushing,was,discontinuation,False
24,Incidence,was,aspartate aminotransferase,False
25,upper limit of,was,aspartate aminotransferase,False
26,increase,occurred,creatine phosphokinase,False
27,increase,occurred,patients,False
28,increase,occurred,drug-induced myopathy,False
29,upper limit,occurred,creatine phosphokinase,False
30,upper limit,occurred,patients,False
31,upper limit,occurred,drug-induced myopathy,False
