,Subject,Action,Object,Negation
0,retrospective study,investigated,combination,False
1,retrospective study,investigated,bort,False
2,retrospective study,investigated,days,False
3,retrospective study,investigated,day,False
4,retrospective study,investigated,bort,False
5,retrospective study,investigated,salvage treatment,False
6,retrospective study,investigated,patients,False
7,retrospective study,investigated,R/R,False
8,retrospective study,investigated,autologous stem cell transplantation,False
9,grade III,occurred,patients,False
10,grade III,occurred,treatment discontinuation,False
11,PFS,observed,patients,False
12,PFS,observed,CR,False
13,PFS,observed,bort-dex,False
14,PFS,observed,therapy,False
