,Subject,Action,Object,Negation
0,patients,became,calcium carbonate,False
1,patients,became,principal phosphate binder,False
2,patients,exhibited,episodes,False
3,patients,exhibited,peak calcium values,False
4,patients,exhibited,group,False
5,patients,exhibited,increase,False
6,patients,exhibited,mean,False
7,patients,exhibited,months,False
8,patients,exhibited,switch,False
9,patients,exhibited,months,False
10,patients,exhibited,observation,False
11,patients,exhibited,switch,False
12,patients,exhibited,mean,False
13,dosage,calculated,dietary calcium intake,False
14,dosage,calculated,vitamin D,False
15,dosage,calculated,groups,False
