,Subject,Action,Object,Negation
0,men,underwent,open-label trial,False
1,men,underwent,thalidomide,False
2,men,underwent,neurologic examinations,False
3,men,underwent,intervals,False
4,men,underwent,treatment,False
5,NCS,included,recording,False
6,NCS,included,sensory nerve action potentials,False
7,NCS,included,median,False
8,amplitudes,amplitudes,nerve,False
9,amplitudes,expressed,nerve,False
10,amplitudes,expressed,baseline,False
11,decline,considered,SNAP index,False
12,Thalidomide,discontinued,patients,False
13,Thalidomide,discontinued,therapeutic response,False
14,patients,developed,neuropathy,False
15,Clinical symptoms,occurred,SNAP index,False
16,SNAP index,used,peripheral neuropathy,False
