,Subject,Action,Object,Negation
0,woman,had,right hydroureteronephrosis,False
1,woman,had,ureterovesical junction obstruction,False
2,woman,had,gross hematuria,False
3,woman,had,years,False
4,woman,had,cyclophosphamide,False
5,woman,had,cerebral vasculitis,False
6,right nephroureterectomy,required,control of,False
7,right nephroureterectomy,required,bleeding,False
8,specimen,contained,invasive carcinoma,False
9,specimen,contained,renal pelvis,False
10,carcinomas,reported,urinary bladder,False
11,carcinomas,reported,prostate,False
12,carcinomas,reported,association,False
13,association,suggests,tumor,False
14,association,suggests,hydroureteronephrosis,False
15,association,suggests,exposure of,False
16,association,suggests,epithelium,False
17,association,suggests,cyclophosphamide,False
18,Patients,evaluated,cyclophosphamide,False
19,Patients,evaluated,obstructive uropathy,False
