,Subject,Action,Object,Negation
0,cases,reported,cardiac adverse reactions,False
1,cases,reported,vinorelbine,False
2,cases,reported,literature,False
3,Randomized clinical trials,searched,VNR,False
4,Randomized clinical trials,searched,drugs,False
5,Randomized clinical trials,searched,treatment,False
6,Randomized clinical trials,searched,cancer,False
7,Randomized clinical trials,searched,Medline,False
8,Randomized clinical trials,searched,Evidence-based Medicine Reviews databases,False
9,Vinorelbine-related cardiac events,concern,patients,False
10,Vinorelbine-related cardiac events,concern,clinical trials,False
11,risk,seems,VNR,False
12,risk,seems,chemotherapeutic agents,False
13,risk,seems,indications,False
