,Subject,Action,Object,Negation
0,study,included,women,False
1,study,included,HIV,False
2,study,included,US,False
3,participants,had,physical examination,False
4,participants,had,CD4+T-cell counts determination,False
5,participants,had,depression,False
6,participants,had,self-report Center,False
7,participants,had,Epidemiological Studies-Depression Scale,False
8,participants,had,enrollment,False
9,Multilevel random coefficient ordinal models,used,joint responses,False
10,Multilevel random coefficient ordinal models,used,analysis,False
11,participants,reach,alcohol,True
12,participants,reach,statistical significance,True
13,association,reach,alcohol,True
14,association,reach,statistical significance,True
15,Depression,had,CD4+ T-cell,False
16,Depression,had,ART,False
17,findings,suggest,association,False
18,findings,suggest,depression,False
19,alcohol consumption,suggest,association,False
20,alcohol consumption,suggest,depression,False
21,alcohol consumption,has,association,False
22,alcohol consumption,has,depression,False
23,findings,have,provision,False
24,findings,have,health,False
25,findings,have,women,False
26,findings,have,HIV,False
