,Subject,Action,Object,Negation
0,ATIN,remains,entity,False
1,symptoms,remains,entity,False
2,medication,remains,entity,False
3,aortic valve surgery,report,boy,False
4,aortic valve surgery,report,acute renal failure 2,False
5,aortic valve surgery,report,weeks,False
6,aortic valve surgery,developed,acute renal failure 2,False
7,aortic valve surgery,developed,weeks,False
8,creatinine,presented,emergency department feeling quite,False
9,creatinine,presented,ill,False
10,creatinine,presented,blood urea nitrogen,False
11,kidney biopsy,showed,inflammatory infiltrate,False
12,kidney biopsy,showed,ATIN,False
