,Subject,Action,Object,Negation
0,Gunn rats,have,hyperbilirubinemia,False
1,Gunn rats,have,absence,False
2,Gunn rats,have,glucuronyl transferase,False
3,Gunn rats,have,bilirubin,False
4,Gunn rats,have,renal medulla,False
5,groups,studied,rats,False
6,groups,studied,aspirin,False
7,groups,studied,day,False
8,rats,studied,rats,False
9,rats,studied,aspirin,False
10,rats,studied,day,False
11,slices,incubated,week,False
12,slices,incubated,cortex,False
13,slices,incubated,kidney,False
14,slices,incubated,buffer,False
15,slices,incubated,radioimmunoassay,False
16,corticomedullary gradient,observed,prostaglandin,False
17,corticomedullary gradient,observed,groups,False
18,treatment,reduced,PGE2,False
19,treatment,reduced,regions,False
20,treatment,reduced,rats,False
21,PGE2,reduced,PGE2,False
22,PGE2,reduced,regions,False
23,PGE2,reduced,rats,False
24,PGE2,remained,rats,False
25,serum creatinine,accompanied,synthesis,False
26,serum creatinine,accompanied,evidence,False
27,serum creatinine,accompanied,renal damage,False
28,serum creatinine,accompanied,incidence,False
29,serum creatinine,accompanied,hematuria,False
30,compared,accompanied,synthesis,False
31,compared,accompanied,evidence,False
32,compared,accompanied,renal damage,False
33,compared,accompanied,incidence,False
34,compared,accompanied,hematuria,False
35,synthesis,suggest,maintenance,False
36,synthesis,suggest,renal function,False
37,synthesis,suggest,prostaglandin,False
38,synthesis,suggest,renal function,False
39,inhibition,suggest,maintenance,False
40,inhibition,suggest,renal function,False
41,inhibition,suggest,prostaglandin,False
42,inhibition,suggest,renal function,False
43,synthesis,contributes,maintenance,False
44,synthesis,contributes,renal function,False
45,synthesis,contributes,prostaglandin,False
46,synthesis,contributes,renal function,False
47,inhibition,contributes,maintenance,False
48,inhibition,contributes,renal function,False
49,inhibition,contributes,prostaglandin,False
50,inhibition,contributes,renal function,False
51,inhibition,lead,prostaglandin,False
52,inhibition,lead,renal function,False
