,Subject,Action,Object,Negation
0,patients,had,viral myocarditis,False
1,patients,had,carbamazepine-induced acute eosinophilic myocarditis,False
2,patients,had,cardiac hemosiderosis,False
3,patients,had,acute cardiogenic shock,False
4,patients,monitored,arterial catheters,False
5,patients,monitored,monitoring,False
6,introducer sheath,made,patients,False
7,pacemaker,made,patients,False
8,introducer sheath,arise,patients,False
9,introducer sheath,arise,cardiac dysrhythmias,False
10,pacemaker,arise,patients,False
11,pacemaker,arise,cardiac dysrhythmias,False
12,patients,developed,cardiocirculatory arrest,False
13,patients,developed,hypotension,False
14,patients,developed,admission,False
15,patients,developed,intensive care unit,False
16,Right ventricular pacemaker wires,inserted,cardiopulmonary resuscitation,False
17,cardiac pacing,used,patients,False
18,cardiac pacing,used,rhythm,False
19,cardiac pacing,used,cardiac output,False
20,patients,had,event,False
21,patients,had,cardiac arrest,False
22,patients,had,death,False
23,patients,had,minutes,False
24,cardiac pacing,used,patient,True
25,cardiac pacing,used,sinus rhythm,True
26,cardiac pacing,used,electrical defibrillation,True
27,cardiac pacing,used,CPR,True
28,cardiac pacing,conclude,patients,False
29,cardiac pacing,conclude,acute myocardial dysfunction,False
30,cardiac pacing,conclude,procedure,False
31,cardiac pacing,conclude,therapeutic modalities,False
32,hemodynamic stability,conclude,patients,False
33,hemodynamic stability,conclude,acute myocardial dysfunction,False
34,hemodynamic stability,conclude,procedure,False
35,hemodynamic stability,conclude,therapeutic modalities,False
36,cardiac pacing,have,patients,True
37,cardiac pacing,have,acute myocardial dysfunction,True
38,hemodynamic stability,achieved,procedure,False
39,hemodynamic stability,provide,procedure,False
40,hemodynamic stability,provide,therapeutic modalities,False
