,Subject,Action,Object,Negation
0,RD,given,2(nd)-line,False
1,RD,given,months,False
2,Improvement,occurred,humoral immunity,False
3,Improvement,occurred,responders,False
4,Improvement,occurred,patients,False
5,Improvement,occurred,stable disease,False
6,Adverse events,reported,patients,False
7,Adverse events,reported,patients,False
8,Adverse events,reported,hospitalization,False
9,myelosuppression,reported,patients,False
10,myelosuppression,reported,patients,False
11,myelosuppression,reported,hospitalization,False
12,Peripheral neuropathy,observed,patients,False
13,Dose reductions,needed,patients,False
14,Extra-medullary relapses,occurred,patients,False
15,study,confirms,RRMM,False
16,study,confirms,RW,False
17,study,confirms,durable responses,False
18,study,confirms,patients,False
19,study,confirms,treatment,False
20,study,confirms,progression,False
21,study,confirms,humoral immunity,False
22,study,confirms,patients,False
23,study,confirms,stable disease,False
24,RD,confirms,RRMM,False
25,RD,confirms,RW,False
26,RD,confirms,durable responses,False
27,RD,confirms,patients,False
28,RD,confirms,treatment,False
29,RD,confirms,progression,False
30,RD,confirms,humoral immunity,False
31,RD,confirms,patients,False
32,RD,confirms,stable disease,False
