,Subject,Action,Object,Negation
0,effects of,compared,antimuscarinic drug,False
1,effects of,compared,nocturnal asthma,False
2,effects of,compared,placebo-controlled double-blind study,False
3,samples,studied,oxitropium,False
4,patients,studied,oxitropium,False
5,patients,received,oxitropium,False
6,Morning dipping,reduced,fall,False
7,Morning dipping,reduced,peak flow,False
8,Morning dipping,reduced,periods,False
9,Morning dipping,reduced,placebo,False
10,active drug,reduced,fall,False
11,active drug,reduced,peak flow,False
12,active drug,reduced,periods,False
13,active drug,reduced,placebo,False
14,no difference,reduced,fall,False
15,no difference,reduced,peak flow,False
16,no difference,reduced,periods,False
17,no difference,reduced,placebo,False
18,no difference,noticed,placebo,False
19,Oxitropium,proves,theophylline,False
20,Oxitropium,proves,nocturnal asthma,False
21,Oxitropium,proves,titration,False
22,Oxitropium,proves,dosage,False
