,Subject,Action,Object,Negation
0,goal,was,study,False
1,goal,was,mitochondrial function,False
2,goal,was,experimental model,False
3,goal,was,cocaine-induced cardiac dysfunction,False
4,cocaine abuse,hypothesized,mitochondrial function,False
5,cocaine abuse,hypothesized,left ventricular dysfunction,False
6,cocaine abuse,lead,mitochondrial function,False
7,cocaine abuse,lead,left ventricular dysfunction,False
8,days,led,rats,False
9,days,led,oxygen consumption,False
10,days,led,cardiac fibers,False
11,days,led,complex I,False
12,levels,increased,mitochondria,False
13,mitochondrial abnormalities,suggesting,pathological response,False
14,mitochondrial abnormalities,suggesting,cocaine,False
15,MitoQ,shown,mitochondrial abnormalities,False
16,MitoQ,shown,diastolic dysfunction,False
17,MitoQ,shown,conductance catheter,False
18,results,extend,studies,False
19,cocaine-induced cardiac dysfunction,extend,studies,False
