,Subject,Action,Object,Negation
0,nephrotoxicity,reviving,toxoplasmosis,False
1,nephrotoxicity,reviving,patients,False
2,patients,recovered,renal function,False
3,patients,recovered,hydration,False
4,nephrostomy tube,had,patients,False
5,nephrostomy tube,had,ureteral lithiasis,False
6,Treatment,requires,sulfadiazine,False
7,Treatment,requires,exquisite control,False
8,Treatment,requires,renal function,False
9,Treatment,requires,increase,False
10,Treatment,requires,water ingestion,False
11,Treatment,requires,urine,False
