,Subject,Action,Object,Negation
0,We,compared,effects,False
1,experiments,involving,subjects,False
2,rate,reduced,187,False
3,there,were,differences,True
4,sensitivity,determined,dose,False
5,that,increased,heart,False
6,that,increased,bpm,False
7,CD25,was,placebo,False
8,micrograms,reduced,propranolol,False
9,1.3 micrograms),reduced,propranolol,False
10,change,calculated,Ka,False
11,hypothesis,results,beta 1-receptor activation,False
12,there,remains,2-component,False
13,that,blocked,drug,False
14,there,be,heart,False
