,Subject,Action,Object,Negation
0,case-controlled analysis,reported,patients,False
1,case-controlled analysis,reported,medical intensive care unit,False
2,case-controlled analysis,reported,exacerbations,False
3,case-controlled analysis,reported,asthma,False
4,case-controlled analysis,reported,nebulized albuterol,False
5,patients,had,heart rates,False
6,patients,had,treatment,False
7,patients,had,severity,False
8,patients,had,illness,False
9,CNA,conclude,profiles,False
10,CNA,conclude,safety,False
11,CNA,demonstrated,profiles,False
12,CNA,demonstrated,safety,False
