,Subject,Action,Object,Negation
0,Methyldopa,is,antihypertensive medication,False
1,Methyldopa,is,trade,False
2,Methyldopa,is,population,False
3,Methyldopa,is,children,False
4,boy,treated with,intravenous methyldopa,False
5,boy,treated with,trauma,False
6,Evaluation,revealed,hemoglobin,False
7,Evaluation,revealed,3+ Coombs' test,False
8,Evaluation,revealed,polyspecific anti-human globulin,False
9,Transfusion,resulted,recovery,False
10,Transfusion,resulted,patient,False
11,Emergency physicians,be,children,False
12,Emergency physicians,be,syndrome,False
