,Subject,Action,Object,Negation
0,Concerns,led,methotrexate,False
1,Concerns,led,modifications,False
2,Concerns,led,MTX,False
3,Concerns,led,children,False
4,Concerns,led,acute lymphoblastic leukemia,False
5,neurocognitive outcomes,compared,study,False
6,neurocognitive outcomes,compared,leukoencephalopathy,False
7,neurocognitive outcomes,compared,children,False
8,neurocognitive outcomes,compared,central nervous system,False
9,neurocognitive outcomes,compared,intensive consolidation,False
10,Magnetic resonance imaging scans,performed,≥2.6,False
11,Magnetic resonance imaging scans,performed,treatment,False
12,patients,developed,leukoencephalopathy,False
13,patients,developed,years,False
14,patients,developed,treatment,False
15,Children,had,studies,False
16,Children,had,attention problems,False
17,Children,had,neurocognitive measures,False
18,Children,had,P9201,False
19,children,had,studies,False
20,children,had,attention problems,False
21,children,had,neurocognitive measures,False
22,children,had,P9201,False
23,children,scored,neurocognitive measures,False
24,children,scored,P9201,False
