,Subject,Action,Object,Negation
0,patient,receiving,maintenance,False
1,who,developed,hypercalcemia,False
2,who,developed,bradyarrhythmia,False
3,findings,conduct,authors,False
4,findings,conduct,study,False
5,findings,conduct,hypercalcemia,False
6,that,presented,period,False
7,hypercalcemias,associated,fluids,False
8,authors,identified,patients,False
9,which,included,patients,False
10,which,included,patients,False
11,patients,treated,mood,False
12,findings,compared,those,False
13,groups,differ,frequency,True
14,there,were,differences,False
15,Patients,resulting,diseases,False
16,Patients,resulting,hypercalcemia,False
17,Patients,resulting,patients,False
18,Patients,had,frequencies,False
19,Patients,had,mortality,False
20,Patients,had,%,False
21,Patients,had,contrast,False
